-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 08/01/2023 through 07/31/2025 in UTC
Location: Latitude  52.3663   Longitude 17.6152 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 99.06 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M     MERRA-2 Wind Direction at 50 Meters (Degrees) 
T2M       MERRA-2 Temperature at 2 Meters (C) 
PS        MERRA-2 Surface Pressure (kPa) 
WSC       MERRA-2 Corrected Wind Speed (Adjusted For Elevation) (m/s) 
Message(s): 
Corrected Wind Speed has a custom surface implemented: Crop: 20-m broadleaf-deciduous trees (10%) & wheat (vegtype_12) 
-END HEADER-
YEAR,MO,DY,HR,WS50M,WD50M,T2M,PS,WSC
2023,12,10,8,7.05,147.2,-1.4,99.28,5.26
2023,12,10,9,6.35,157.5,-0.73,99.31,4.74
2023,12,10,10,6.22,172.3,0.05,99.34,4.64
2023,12,10,11,5.44,182.3,0.52,99.35,4.06
2023,12,10,12,5.14,196.3,0.76,99.35,3.83
2023,12,10,13,5.26,212.4,0.86,99.34,3.92
2023,12,10,14,6.19,219.7,0.58,99.35,4.62
2023,12,10,15,7.68,218.1,0.84,99.36,5.73
2023,12,10,16,8.23,214.1,1.52,99.35,6.14
2023,12,10,17,8.44,206.6,1.66,99.32,6.3
2023,12,10,18,8.88,205.0,1.62,99.29,6.62
2023,12,10,19,8.87,207.4,1.51,99.24,6.62
2023,12,10,20,8.46,212.1,1.37,99.19,6.31
2023,12,10,21,8.22,220.9,1.3,99.14,6.13
2023,12,10,22,8.81,225.8,1.53,99.1,6.57
2023,12,10,23,8.72,217.8,1.62,99.07,6.5
2023,12,11,0,8.71,212.2,1.7,99.02,6.5
2023,12,11,1,8.28,202.3,1.5,98.95,6.18
2023,12,11,2,8.32,191.9,1.27,98.87,6.21
2023,12,11,3,8.79,188.3,1.17,98.82,6.56
2023,12,11,4,9.15,182.9,1.26,98.74,6.82
2023,12,11,5,9.9,190.7,1.37,98.62,7.38
2023,12,11,6,10.98,216.9,2.08,98.54,8.19
2023,12,11,7,11.34,237.1,2.85,98.52,8.46
2023,12,11,8,12.17,244.9,3.39,98.54,9.08
2023,12,11,9,12.09,243.2,3.72,98.58,9.02
2023,12,11,10,11.47,240.6,3.81,98.58,8.56
2023,12,11,11,11.79,241.5,4.32,98.58,8.79
2023,12,11,12,11.22,239.8,4.64,98.57,8.37
2023,12,11,13,10.71,234.6,4.52,98.57,7.99
2023,12,11,14,10.57,230.5,4.02,98.56,7.88
2023,12,11,15,10.27,228.9,3.7,98.55,7.66
2023,12,11,16,9.47,228.1,3.28,98.52,7.06
2023,12,11,17,8.83,229.9,2.94,98.5,6.59
2023,12,11,18,8.61,237.8,2.94,98.49,6.42
2023,12,11,19,8.56,247.5,3.12,98.52,6.38
2023,12,11,20,8.29,257.3,3.13,98.55,6.18
2023,12,11,21,7.89,263.4,2.98,98.59,5.88
2023,12,11,22,7.92,266.4,2.72,98.64,5.91
2023,12,11,23,8.01,273.3,2.54,98.71,5.97
2023,12,12,0,8.13,286.1,2.3,98.79,6.06
2023,12,12,1,7.93,298.1,1.99,98.87,5.91
2023,12,12,2,7.48,309.2,1.75,98.97,5.58
2023,12,12,3,7.05,316.6,1.42,99.07,5.26
2023,12,12,4,6.61,315.9,0.89,99.16,4.93
2023,12,12,5,6.42,308.0,0.82,99.25,4.79
2023,12,12,6,6.49,297.0,1.07,99.32,4.84
2023,12,12,7,6.43,286.6,1.2,99.39,4.8
2023,12,12,8,6.12,280.4,1.5,99.44,4.56
2023,12,12,9,5.43,275.8,1.58,99.48,4.05
2023,12,12,10,5.03,272.3,1.69,99.5,3.75
2023,12,12,11,4.72,268.2,1.71,99.52,3.52
2023,12,12,12,4.27,267.6,1.6,99.54,3.18
2023,12,12,13,3.61,267.5,1.26,99.56,2.69
2023,12,12,14,2.96,270.4,0.64,99.57,2.21
2023,12,12,15,2.09,274.4,0.34,99.56,1.56
2023,12,12,16,1.06,271.1,0.25,99.52,0.79
2023,12,12,17,0.58,192.8,0.05,99.5,0.43
2023,12,12,18,1.42,156.9,-0.15,99.49,1.06
2023,12,12,19,2.36,150.0,-0.22,99.47,1.76
2023,12,12,20,3.07,144.8,-0.09,99.43,2.29
2023,12,12,21,3.63,138.8,0.19,99.38,2.71
2023,12,12,22,4.16,135.0,0.49,99.35,3.1
2023,12,12,23,4.58,130.4,0.52,99.32,3.42
2023,12,13,0,4.99,121.9,0.44,99.26,3.72
2023,12,13,1,5.43,114.0,0.25,99.2,4.05
2023,12,13,2,5.73,108.8,-0.02,99.14,4.27
2023,12,13,3,6.06,106.8,-0.18,99.1,4.52
2023,12,13,4,6.32,106.3,-0.26,99.06,4.71
2023,12,13,5,6.21,106.7,-0.36,99.03,4.63
2023,12,13,6,5.92,105.4,-0.57,99.0,4.42
2023,12,13,7,5.81,103.3,-0.58,98.98,4.33
2023,12,13,8,6.08,106.0,0.13,98.97,4.53
2023,12,13,9,6.38,108.5,1.11,98.95,4.76
2023,12,13,10,6.03,100.8,1.62,98.92,4.5
2023,12,13,11,6.4,91.8,1.79,98.91,4.77
2023,12,13,12,6.86,88.7,1.78,98.92,5.12
2023,12,13,13,7.22,86.0,1.64,98.94,5.39
2023,12,13,14,7.45,84.1,1.22,98.97,5.56
2023,12,13,15,7.35,83.1,0.8,98.99,5.48
2023,12,13,16,7.28,81.9,0.53,99.0,5.43
2023,12,13,17,7.16,80.3,0.37,99.03,5.34
2023,12,13,18,7.0,77.6,0.29,99.05,5.22
2023,12,13,19,6.89,74.9,0.21,99.09,5.14
2023,12,13,20,6.78,71.7,0.18,99.12,5.06
2023,12,13,21,6.76,68.8,0.17,99.17,5.04
2023,12,13,22,6.73,66.0,0.16,99.21,5.02
2023,12,13,23,6.7,62.6,0.14,99.26,5.0
2023,12,14,0,6.69,59.8,0.1,99.31,4.99
2023,12,14,1,6.62,57.2,-0.01,99.36,4.94
2023,12,14,2,6.51,52.1,-0.21,99.41,4.86
2023,12,14,3,6.4,47.3,-0.45,99.47,4.77
2023,12,14,4,6.25,43.4,-0.64,99.53,4.66
2023,12,14,5,5.99,41.3,-0.6,99.6,4.47
2023,12,14,6,5.66,41.1,-0.57,99.69,4.22
2023,12,14,7,5.25,40.4,-0.42,99.78,3.92
2023,12,14,8,4.45,34.7,0.18,99.88,3.32
2023,12,14,9,4.13,31.8,0.79,99.96,3.08
2023,12,14,10,4.19,30.0,1.32,99.99,3.13
2023,12,14,11,4.24,19.8,1.56,100.04,3.16
2023,12,14,12,4.46,12.2,1.51,100.1,3.33
2023,12,14,13,5.0,8.0,0.85,100.17,3.73
2023,12,14,14,5.99,6.4,-0.87,100.25,4.47
2023,12,14,15,6.89,8.7,-1.59,100.35,5.14
2023,12,14,16,7.09,12.5,-1.72,100.44,5.29
2023,12,14,17,6.91,16.0,-2.28,100.54,5.15
2023,12,14,18,6.73,17.7,-3.25,100.63,5.02
2023,12,14,19,6.45,16.7,-3.77,100.72,4.81
2023,12,14,20,6.14,14.9,-3.91,100.81,4.58
2023,12,14,21,5.5,13.6,-3.71,100.88,4.1
2023,12,14,22,4.45,12.1,-3.3,100.95,3.32
2023,12,14,23,3.52,8.3,-2.8,101.01,2.63
2023,12,15,0,2.71,347.2,-2.3,101.09,2.02
2023,12,15,1,2.9,313.3,-2.09,101.16,2.16
2023,12,15,2,4.04,292.9,-1.9,101.23,3.01
2023,12,15,3,5.27,285.2,-1.63,101.29,3.93
2023,12,15,4,6.24,282.4,-1.49,101.36,4.65
2023,12,15,5,6.84,281.0,-1.41,101.42,5.1
2023,12,15,6,6.72,277.1,-1.51,101.47,5.01
2023,12,15,7,6.65,270.7,-1.44,101.52,4.96
2023,12,15,8,6.75,267.4,-0.58,101.58,5.03
2023,12,15,9,6.52,264.2,0.4,101.6,4.86
2023,12,15,10,6.3,262.2,1.26,101.63,4.7
2023,12,15,11,6.3,262.6,1.73,101.68,4.7
2023,12,15,12,6.84,261.3,1.66,101.71,5.1
2023,12,15,13,7.78,262.5,1.17,101.73,5.8
2023,12,15,14,8.61,265.8,0.28,101.79,6.42
2023,12,15,15,8.98,268.0,0.05,101.84,6.7
2023,12,15,16,8.09,266.7,0.03,101.87,6.03
2023,12,15,17,7.76,267.0,0.28,101.88,5.79
2023,12,15,18,7.69,271.4,0.68,101.89,5.74
2023,12,15,19,7.56,275.2,0.8,101.92,5.64
2023,12,15,20,7.57,277.0,0.77,101.96,5.65
2023,12,15,21,7.75,279.1,0.71,101.99,5.78
2023,12,15,22,7.71,280.5,0.75,102.0,5.75
2023,12,15,23,7.58,279.9,0.86,102.03,5.65
2023,12,16,0,7.63,278.9,1.19,102.06,5.69
2023,12,16,1,7.94,279.1,1.63,102.07,5.92
2023,12,16,2,7.8,276.7,1.88,102.09,5.82
2023,12,16,3,7.95,274.0,1.98,102.11,5.93
2023,12,16,4,8.06,269.7,2.03,102.13,6.01
2023,12,16,5,8.06,264.6,2.07,102.14,6.01
2023,12,16,6,8.35,262.6,2.23,102.13,6.23
2023,12,16,7,8.63,264.3,2.59,102.14,6.44
2023,12,16,8,8.53,263.3,2.91,102.15,6.36
2023,12,16,9,8.03,259.1,3.14,102.16,5.99
2023,12,16,10,8.02,258.1,3.25,102.15,5.98
2023,12,16,11,8.21,259.8,3.38,102.13,6.12
2023,12,16,12,8.18,254.8,3.64,102.1,6.1
2023,12,16,13,8.77,250.8,3.58,102.06,6.54
2023,12,16,14,9.69,249.7,3.44,102.03,7.23
2023,12,16,15,10.26,250.2,3.77,101.98,7.65
2023,12,16,16,9.63,246.1,3.56,101.94,7.18
2023,12,16,17,10.31,250.0,3.74,101.93,7.69
2023,12,16,18,10.25,254.3,3.72,101.9,7.65
2023,12,16,19,10.1,255.4,3.66,101.89,7.53
2023,12,16,20,10.45,259.7,4.02,101.87,7.79
2023,12,16,21,9.7,256.2,3.92,101.85,7.23
2023,12,16,22,9.8,252.2,3.96,101.85,7.31
2023,12,16,23,10.03,250.3,4.07,101.81,7.48
2023,12,17,0,10.14,251.1,4.24,101.79,7.56
2023,12,17,1,10.17,253.5,4.43,101.78,7.59
2023,12,17,2,10.39,259.4,4.64,101.78,7.75
2023,12,17,3,10.41,263.2,4.84,101.8,7.76
2023,12,17,4,11.79,269.4,5.37,101.81,8.79
2023,12,17,5,11.72,272.9,5.65,101.79,8.74
2023,12,17,6,11.33,272.2,5.8,101.78,8.45
2023,12,17,7,11.49,272.4,6.01,101.78,8.57
2023,12,17,8,11.6,273.3,6.38,101.79,8.65
2023,12,17,9,10.98,270.7,6.61,101.79,8.19
2023,12,17,10,10.76,268.7,6.83,101.78,8.03
2023,12,17,11,10.42,266.4,6.92,101.75,7.77
2023,12,17,12,9.88,263.4,6.85,101.74,7.37
2023,12,17,13,9.73,262.0,6.77,101.72,7.26
2023,12,17,14,9.94,260.8,6.57,101.71,7.41
2023,12,17,15,9.19,254.0,5.78,101.69,6.85
2023,12,17,16,9.67,251.2,5.69,101.67,7.21
2023,12,17,17,10.04,253.3,5.92,101.64,7.49
2023,12,17,18,10.4,254.0,5.83,101.61,7.76
2023,12,17,19,9.99,248.7,4.82,101.58,7.45
2023,12,17,20,9.97,247.0,4.17,101.54,7.44
2023,12,17,21,10.35,252.6,3.9,101.5,7.72
2023,12,17,22,10.22,256.4,3.7,101.46,7.62
2023,12,17,23,9.94,256.3,3.49,101.43,7.41
2023,12,18,0,9.92,258.0,3.49,101.39,7.4
2023,12,18,1,9.82,260.4,3.52,101.37,7.32
2023,12,18,2,10.61,267.0,3.67,101.35,7.91
2023,12,18,3,10.96,270.7,3.83,101.33,8.17
2023,12,18,4,10.97,272.4,3.92,101.34,8.18
2023,12,18,5,10.82,273.9,4.01,101.35,8.07
2023,12,18,6,10.48,273.0,4.11,101.38,7.82
2023,12,18,7,9.97,270.0,4.24,101.4,7.44
2023,12,18,8,9.77,266.3,4.49,101.41,7.29
2023,12,18,9,9.39,263.3,4.82,101.39,7.0
2023,12,18,10,8.58,258.1,5.02,101.35,6.4
2023,12,18,11,8.35,255.1,5.15,101.33,6.23
2023,12,18,12,8.59,258.2,5.19,101.33,6.41
2023,12,18,13,8.33,257.7,5.04,101.32,6.21
2023,12,18,14,8.16,255.7,4.57,101.33,6.09
2023,12,18,15,8.13,253.5,4.42,101.32,6.06
2023,12,18,16,8.07,250.5,4.36,101.3,6.02
2023,12,18,17,8.21,250.1,4.35,101.26,6.12
2023,12,18,18,8.53,252.1,4.4,101.19,6.36
2023,12,18,19,8.7,250.4,4.44,101.14,6.49
2023,12,18,20,8.52,246.0,4.52,101.08,6.35
2023,12,18,21,8.41,241.4,4.36,101.02,6.27
2023,12,18,22,8.53,238.4,3.97,100.95,6.36
2023,12,18,23,8.81,239.3,3.29,100.88,6.57
2023,12,19,0,8.91,238.6,2.64,100.81,6.65
2023,12,19,1,9.1,240.4,2.38,100.78,6.79
2023,12,19,2,9.17,241.3,2.36,100.74,6.84
2023,12,19,3,9.22,244.6,2.5,100.71,6.88
2023,12,19,4,9.23,248.4,2.84,100.69,6.88
2023,12,19,5,9.05,245.9,3.1,100.64,6.75
2023,12,19,6,10.02,250.6,3.37,100.58,7.47
2023,12,19,7,9.87,249.2,3.57,100.54,7.36
2023,12,19,8,9.21,245.6,3.99,100.5,6.87
2023,12,19,9,8.65,244.2,4.22,100.45,6.45
2023,12,19,10,8.01,239.6,4.3,100.4,5.97
2023,12,19,11,7.99,238.5,4.3,100.33,5.96
2023,12,19,12,7.77,234.1,4.24,100.19,5.8
2023,12,19,13,8.3,232.6,4.26,100.08,6.19
2023,12,19,14,8.73,235.9,4.29,100.03,6.51
2023,12,19,15,8.96,239.6,4.23,99.98,6.68
2023,12,19,16,9.22,243.4,4.1,99.93,6.88
2023,12,19,17,9.4,245.1,4.03,99.87,7.01
2023,12,19,18,9.84,249.7,4.21,99.82,7.34
2023,12,19,19,9.42,249.4,4.14,99.78,7.03
2023,12,19,20,9.23,251.3,4.11,99.74,6.88
2023,12,19,21,8.87,252.1,4.08,99.67,6.62
2023,12,19,22,8.62,251.5,4.0,99.61,6.43
2023,12,19,23,8.42,251.3,3.79,99.56,6.28
2023,12,20,0,8.15,251.4,3.45,99.52,6.08
2023,12,20,1,7.74,249.3,3.1,99.48,5.77
2023,12,20,2,7.41,250.5,2.79,99.44,5.53
2023,12,20,3,7.51,256.6,2.48,99.42,5.6
2023,12,20,4,7.86,263.6,2.5,99.41,5.86
2023,12,20,5,7.83,267.5,2.83,99.41,5.84
2023,12,20,6,7.55,265.1,3.19,99.4,5.63
2023,12,20,7,7.79,262.3,3.56,99.41,5.81
2023,12,20,8,8.07,257.9,4.06,99.4,6.02
2023,12,20,9,9.13,257.7,4.88,99.37,6.81
2023,12,20,10,10.41,256.5,5.18,99.32,7.76
2023,12,20,11,11.01,251.2,4.95,99.24,8.21
2023,12,20,12,11.52,246.5,4.86,99.15,8.59
2023,12,20,13,12.61,244.3,4.82,99.08,9.41
2023,12,20,14,13.88,246.8,4.43,99.04,10.35
2023,12,20,15,14.24,255.8,4.52,99.04,10.62
2023,12,20,16,12.98,258.2,4.47,99.04,9.68
2023,12,20,17,12.11,258.1,4.2,99.05,9.03
2023,12,20,18,11.7,259.6,3.96,99.07,8.73
2023,12,20,19,11.34,260.3,3.61,99.08,8.46
2023,12,20,20,10.98,260.2,3.46,99.1,8.19
2023,12,20,21,10.69,260.5,3.57,99.11,7.97
2023,12,20,22,10.6,260.0,3.57,99.1,7.91
2023,12,20,23,9.99,256.1,3.58,99.06,7.45
2023,12,21,0,8.87,244.1,3.51,98.97,6.62
2023,12,21,1,8.44,229.1,3.42,98.84,6.3
2023,12,21,2,8.74,219.1,3.34,98.69,6.52
2023,12,21,3,9.16,215.7,3.19,98.56,6.83
2023,12,21,4,9.04,214.4,2.74,98.43,6.74
2023,12,21,5,8.67,220.3,2.41,98.31,6.47
2023,12,21,6,8.7,229.6,2.58,98.19,6.49
2023,12,21,7,9.4,244.2,3.6,98.11,7.01
2023,12,21,8,9.83,244.5,4.47,98.0,7.33
2023,12,21,9,10.8,238.9,5.19,97.84,8.06
2023,12,21,10,11.21,231.3,5.6,97.64,8.36
2023,12,21,11,11.9,223.5,5.7,97.42,8.88
2023,12,21,12,12.82,218.4,5.45,97.15,9.56
2023,12,21,13,13.85,221.2,5.06,96.9,10.33
2023,12,21,14,14.27,227.4,4.93,96.68,10.64
2023,12,21,15,14.26,233.1,5.39,96.49,10.64
2023,12,21,16,14.08,245.5,6.22,96.35,10.5
2023,12,21,17,14.78,266.3,7.15,96.35,11.02
2023,12,21,18,15.25,281.0,7.03,96.45,11.37
2023,12,21,19,14.69,277.3,6.02,96.56,10.96
2023,12,21,20,14.47,269.6,5.16,96.62,10.79
2023,12,21,21,15.21,264.3,4.56,96.66,11.34
2023,12,21,22,16.3,262.0,4.18,96.67,12.16
2023,12,21,23,17.2,261.3,3.91,96.66,12.83
2023,12,22,0,18.36,262.3,3.76,96.63,13.69
2023,12,22,1,18.84,265.7,3.69,96.63,14.05
2023,12,22,2,19.04,270.5,3.61,96.65,14.2
2023,12,22,3,18.07,271.2,3.12,96.7,13.48
2023,12,22,4,18.52,271.7,2.77,96.76,13.81
2023,12,22,5,18.19,270.8,2.48,96.81,13.57
2023,12,22,6,17.49,269.4,2.16,96.83,13.05
2023,12,22,7,17.84,269.3,2.06,96.86,13.31
2023,12,22,8,17.33,268.4,2.37,96.86,12.93
2023,12,22,9,18.02,269.5,2.75,96.87,13.44
2023,12,22,10,18.57,271.5,3.11,96.86,13.85
2023,12,22,11,19.1,273.8,3.18,96.85,14.25
2023,12,22,12,19.36,276.9,2.95,96.85,14.44
2023,12,22,13,19.37,281.5,2.77,96.91,14.45
2023,12,22,14,18.75,285.0,2.75,97.0,13.98
2023,12,22,15,18.04,285.7,2.58,97.08,13.46
2023,12,22,16,17.35,286.0,2.21,97.13,12.94
2023,12,22,17,16.71,286.5,1.95,97.19,12.46
2023,12,22,18,16.24,287.0,1.94,97.23,12.11
2023,12,22,19,15.57,286.8,1.77,97.26,11.61
2023,12,22,20,14.66,285.5,1.01,97.32,10.93
2023,12,22,21,14.02,284.8,0.23,97.35,10.46
2023,12,22,22,13.77,285.9,-0.23,97.4,10.27
2023,12,22,23,13.71,286.7,-0.59,97.47,10.23
2023,12,23,0,13.78,287.3,-0.97,97.55,10.28
2023,12,23,1,13.94,288.5,-1.22,97.63,10.4
2023,12,23,2,14.16,289.8,-1.35,97.72,10.56
2023,12,23,3,14.25,289.9,-1.43,97.8,10.63
2023,12,23,4,14.48,288.7,-1.31,97.88,10.8
2023,12,23,5,14.9,287.6,-0.9,97.96,11.11
2023,12,23,6,15.01,285.9,-0.7,98.0,11.2
2023,12,23,7,14.9,284.8,-0.6,98.04,11.11
2023,12,23,8,14.56,283.8,-0.11,98.08,10.86
2023,12,23,9,13.75,282.6,0.66,98.1,10.26
2023,12,23,10,13.1,281.0,1.51,98.07,9.77
2023,12,23,11,12.71,281.0,2.2,98.04,9.48
2023,12,23,12,12.3,282.2,2.37,98.04,9.17
2023,12,23,13,12.02,282.2,1.91,98.1,8.97
2023,12,23,14,11.96,281.2,1.21,98.17,8.92
2023,12,23,15,11.7,279.6,0.99,98.26,8.73
2023,12,23,16,11.41,277.8,0.96,98.32,8.51
2023,12,23,17,11.15,278.0,1.05,98.4,8.32
2023,12,23,18,10.92,280.0,1.15,98.47,8.14
2023,12,23,19,10.79,282.9,1.08,98.53,8.05
2023,12,23,20,10.3,283.2,0.92,98.61,7.68
2023,12,23,21,9.88,284.2,0.85,98.68,7.37
2023,12,23,22,9.45,283.0,0.71,98.75,7.05
2023,12,23,23,8.8,279.5,0.8,98.81,6.56
2023,12,24,0,8.49,276.9,0.96,98.85,6.33
2023,12,24,1,8.05,275.2,1.01,98.89,6.0
2023,12,24,2,7.59,271.8,0.99,98.93,5.66
2023,12,24,3,6.95,264.1,0.88,98.94,5.18
2023,12,24,4,6.35,253.6,0.66,98.96,4.74
2023,12,24,5,5.85,243.0,0.44,98.98,4.36
2023,12,24,6,5.4,230.7,0.2,98.98,4.03
2023,12,24,7,5.12,214.8,-0.03,98.96,3.82
2023,12,24,8,5.15,198.5,0.11,98.92,3.84
2023,12,24,9,5.7,190.5,0.57,98.86,4.25
2023,12,24,10,6.19,187.9,0.95,98.78,4.62
2023,12,24,11,6.21,192.0,1.23,98.71,4.63
2023,12,24,12,6.5,202.4,1.85,98.61,4.85
2023,12,24,13,7.47,215.0,2.86,98.52,5.57
2023,12,24,14,8.8,226.3,4.17,98.44,6.56
2023,12,24,15,10.19,234.5,5.37,98.35,7.6
2023,12,24,16,12.17,247.5,6.44,98.3,9.08
2023,12,24,17,13.31,251.7,7.3,98.26,9.93
2023,12,24,18,13.34,247.6,7.63,98.22,9.95
2023,12,24,19,13.95,244.3,7.84,98.15,10.4
2023,12,24,20,14.99,244.8,8.06,98.07,11.18
2023,12,24,21,16.02,250.4,8.4,98.0,11.95
2023,12,24,22,15.74,256.3,8.7,97.97,11.74
2023,12,24,23,15.12,261.9,9.02,97.97,11.28
2023,12,25,0,15.26,270.1,9.52,98.02,11.38
2023,12,25,1,14.72,272.7,9.8,98.1,10.98
2023,12,25,2,14.7,273.8,9.77,98.15,10.96
2023,12,25,3,14.63,274.6,9.39,98.21,10.91
2023,12,25,4,13.87,271.5,9.03,98.24,10.35
2023,12,25,5,14.03,268.5,8.74,98.28,10.46
2023,12,25,6,14.2,267.6,8.38,98.32,10.59
2023,12,25,7,14.34,269.2,8.36,98.39,10.7
2023,12,25,8,14.41,271.8,8.7,98.44,10.75
2023,12,25,9,14.76,274.0,8.98,98.49,11.01
2023,12,25,10,15.6,276.3,9.1,98.53,11.64
2023,12,25,11,16.08,279.2,8.92,98.58,11.99
2023,12,25,12,15.98,282.2,8.49,98.64,11.92
2023,12,25,13,15.41,283.2,7.77,98.71,11.49
2023,12,25,14,14.7,281.9,6.98,98.8,10.96
2023,12,25,15,14.1,279.9,6.41,98.89,10.52
2023,12,25,16,13.51,277.6,5.82,98.98,10.08
2023,12,25,17,12.8,276.1,5.33,99.06,9.55
2023,12,25,18,11.85,275.0,4.85,99.11,8.84
2023,12,25,19,10.86,272.8,4.2,99.18,8.1
2023,12,25,20,9.6,268.5,4.5,99.21,7.16
2023,12,25,21,8.4,262.5,4.9,99.24,6.27
2023,12,25,22,7.19,252.8,5.13,99.25,5.36
2023,12,25,23,6.61,244.4,5.33,99.23,4.93
2023,12,26,0,6.37,235.7,5.47,99.21,4.75
2023,12,26,1,6.81,228.2,5.89,99.15,5.08
2023,12,26,2,7.9,226.3,6.64,99.07,5.89
2023,12,26,3,8.66,225.3,7.38,98.96,6.46
2023,12,26,4,9.64,229.0,7.95,98.87,7.19
2023,12,26,5,11.15,237.5,8.28,98.78,8.32
2023,12,26,6,13.24,246.3,8.63,98.73,9.88
2023,12,26,7,14.64,253.7,8.96,98.75,10.92
2023,12,26,8,14.88,260.9,9.13,98.84,11.1
2023,12,26,9,14.34,265.4,9.38,98.94,10.7
2023,12,26,10,15.03,269.1,9.79,99.03,11.21
2023,12,26,11,15.69,272.3,9.62,99.11,11.7
2023,12,26,12,15.1,272.0,9.03,99.19,11.26
2023,12,26,13,14.27,269.5,8.21,99.28,10.64
2023,12,26,14,13.92,267.5,7.23,99.34,10.38
2023,12,26,15,14.0,266.7,6.83,99.42,10.44
2023,12,26,16,14.04,265.9,6.75,99.47,10.47
2023,12,26,17,13.86,263.8,6.66,99.51,10.34
2023,12,26,18,14.12,260.4,6.68,99.53,10.53
2023,12,26,19,14.97,260.3,6.78,99.55,11.17
2023,12,26,20,15.24,271.6,6.73,99.62,11.37
2023,12,26,21,14.18,287.8,5.9,99.79,10.58
2023,12,26,22,12.44,288.0,4.6,99.94,9.28
2023,12,26,23,12.55,280.2,3.82,100.04,9.36
2023,12,27,0,13.03,277.7,3.49,100.12,9.72
2023,12,27,1,13.12,277.7,3.53,100.19,9.79
2023,12,27,2,13.05,278.1,3.49,100.25,9.73
2023,12,27,3,12.99,279.1,3.3,100.33,9.69
2023,12,27,4,12.66,281.2,3.19,100.42,9.44
2023,12,27,5,11.98,281.0,2.94,100.5,8.94
2023,12,27,6,10.59,277.4,2.38,100.59,7.9
2023,12,27,7,9.22,273.0,2.34,100.68,6.88
2023,12,27,8,8.97,272.5,2.68,100.76,6.69
2023,12,27,9,8.96,273.8,2.77,100.84,6.68
2023,12,27,10,8.48,268.6,2.91,100.86,6.32
2023,12,27,11,8.06,266.4,2.98,100.88,6.01
2023,12,27,12,7.43,265.8,2.93,100.9,5.54
2023,12,27,13,6.41,260.5,2.58,100.89,4.78
2023,12,27,14,5.82,255.4,1.73,100.91,4.34
2023,12,27,15,5.36,250.5,1.68,100.9,4.0
2023,12,27,16,4.53,243.1,1.61,100.89,3.38
2023,12,27,17,3.8,232.4,1.45,100.89,2.83
2023,12,27,18,3.3,206.9,1.44,100.87,2.46
2023,12,27,19,4.07,175.1,1.5,100.81,3.04
2023,12,27,20,5.82,163.9,1.47,100.74,4.34
2023,12,27,21,6.79,162.6,1.3,100.68,5.06
2023,12,27,22,7.47,158.8,0.9,100.56,5.57
2023,12,27,23,7.94,158.7,0.66,100.43,5.92
2023,12,28,0,8.06,161.2,0.41,100.32,6.01
2023,12,28,1,7.89,166.4,0.23,100.22,5.88
2023,12,28,2,7.9,175.9,0.25,100.12,5.89
2023,12,28,3,7.86,184.3,0.36,100.02,5.86
2023,12,28,4,8.53,200.6,0.89,99.96,6.36
2023,12,28,5,8.67,213.9,0.96,99.94,6.47
2023,12,28,6,9.2,225.0,1.3,99.93,6.86
2023,12,28,7,8.88,229.0,1.66,99.96,6.62
2023,12,28,8,9.58,240.8,2.92,100.01,7.15
2023,12,28,9,9.26,245.6,4.62,100.04,6.91
2023,12,28,10,8.59,241.7,5.58,100.03,6.41
2023,12,28,11,9.1,244.1,6.33,100.03,6.79
2023,12,28,12,8.87,241.0,6.81,100.02,6.62
2023,12,28,13,8.73,231.6,6.28,100.02,6.51
2023,12,28,14,9.82,226.7,4.72,100.02,7.32
2023,12,28,15,10.36,227.3,4.39,100.01,7.73
2023,12,28,16,10.1,227.8,4.17,100.01,7.53
2023,12,28,17,9.72,227.3,4.19,100.01,7.25
2023,12,28,18,9.25,226.6,4.14,100.02,6.9
2023,12,28,19,8.97,224.9,4.0,100.01,6.69
2023,12,28,20,8.87,223.7,3.85,100.0,6.62
2023,12,28,21,8.52,223.5,3.76,99.99,6.35
2023,12,28,22,8.29,223.3,3.69,99.97,6.18
2023,12,28,23,8.26,224.8,3.72,99.92,6.16
2023,12,29,0,8.29,222.4,3.69,99.88,6.18
2023,12,29,1,8.4,219.4,3.67,99.82,6.27
2023,12,29,2,8.87,218.7,3.78,99.75,6.62
2023,12,29,3,9.25,218.5,3.89,99.69,6.9
2023,12,29,4,9.59,217.0,3.92,99.64,7.15
2023,12,29,5,10.0,216.5,3.98,99.62,7.46
2023,12,29,6,10.31,217.4,4.06,99.58,7.69
2023,12,29,7,10.54,218.6,4.31,99.58,7.86
2023,12,29,8,11.05,226.8,5.16,99.58,8.24
2023,12,29,9,11.62,234.6,6.62,99.58,8.67
2023,12,29,10,11.6,238.7,7.95,99.55,8.65
2023,12,29,11,11.7,243.3,8.76,99.53,8.73
2023,12,29,12,12.35,245.4,9.04,99.51,9.21
2023,12,29,13,12.64,245.8,8.91,99.5,9.43
2023,12,29,14,12.57,243.0,8.58,99.51,9.38
2023,12,29,15,13.0,240.6,8.47,99.5,9.7
2023,12,29,16,13.49,241.0,8.5,99.49,10.06
2023,12,29,17,13.57,242.6,8.5,99.5,10.12
